T001;B0049;;;;;;;;;;;;;;;;;;;;;;;
T001;B0018;;;;;;;;;;;;;;;;;;;;;;;
T002;B0049;;;;;;;;;;;;;;;;;;;;;;;
T002;B0018;;;;;;;;;;;;;;;;;;;;;;;
T003;B0049;;;;;;;;;;;;;;;;;;;;;;;
T003;B0018;;;;;;;;;;;;;;;;;;;;;;;
T004;B0019;;;;;;;;;;;;;;;;;;;;;;;
T004;B0075;;;;;;;;;;;;;;;;;;;;;;;
T004;B0079;;;;;;;;;;;;;;;;;;;;;;;
T004;B0018;;;;;;;;;;;;;;;;;;;;;;;
T005;B0031;;;;;;;;;;;;;;;;;;;;;;;
T005;B0034;;;;;;;;;;;;;;;;;;;;;;;
T005;B0024;;;;;;;;;;;;;;;;;;;;;;;
T005;B0032;;;;;;;;;;;;;;;;;;;;;;;
T005;B0051;;;;;;;;;;;;;;;;;;;;;;;
T005;B0020;;;;;;;;;;;;;;;;;;;;;;;
T005;B0054;;;;;;;;;;;;;;;;;;;;;;;
T005;B0029;;;;;;;;;;;;;;;;;;;;;;;
T005;B0021;;;;;;;;;;;;;;;;;;;;;;;
T006;B0031;;;;;;;;;;;;;;;;;;;;;;;
T006;B0034;;;;;;;;;;;;;;;;;;;;;;;
T006;B0024;;;;;;;;;;;;;;;;;;;;;;;
T006;B0032;;;;;;;;;;;;;;;;;;;;;;;
T006;B0051;;;;;;;;;;;;;;;;;;;;;;;
T006;B0020;;;;;;;;;;;;;;;;;;;;;;;
T006;B0054;;;;;;;;;;;;;;;;;;;;;;;
T006;B0029;;;;;;;;;;;;;;;;;;;;;;;
T006;B0021;;;;;;;;;;;;;;;;;;;;;;;
T007;B0031;;;;;;;;;;;;;;;;;;;;;;;
T007;B0034;;;;;;;;;;;;;;;;;;;;;;;
T007;B0024;;;;;;;;;;;;;;;;;;;;;;;
T007;B0032;;;;;;;;;;;;;;;;;;;;;;;
T007;B0051;;;;;;;;;;;;;;;;;;;;;;;
T007;B0020;;;;;;;;;;;;;;;;;;;;;;;
T007;B0054;;;;;;;;;;;;;;;;;;;;;;;
T007;B0029;;;;;;;;;;;;;;;;;;;;;;;
T007;B0021;;;;;;;;;;;;;;;;;;;;;;;
T008;B0018;;;;;;;;;;;;;;;;;;;;;;;
T009;B0011;;;;;;;;;;;;;;;;;;;;;;;
T010;B0049;;;;;;;;;;;;;;;;;;;;;;;
T010;B0067;;;;;;;;;;;;;;;;;;;;;;;
T010;B0059;;;;;;;;;;;;;;;;;;;;;;;
T010;B0016;;;;;;;;;;;;;;;;;;;;;;;
T011;B0049;;;;;;;;;;;;;;;;;;;;;;;
T011;B0067;;;;;;;;;;;;;;;;;;;;;;;
T011;B0059;;;;;;;;;;;;;;;;;;;;;;;
T011;B0016;;;;;;;;;;;;;;;;;;;;;;;
T012;B0049;;;;;;;;;;;;;;;;;;;;;;;
T012;B0067;;;;;;;;;;;;;;;;;;;;;;;
T012;B0059;;;;;;;;;;;;;;;;;;;;;;;
T012;B0016;;;;;;;;;;;;;;;;;;;;;;;
T013;B0049;;;;;;;;;;;;;;;;;;;;;;;
T013;B0067;;;;;;;;;;;;;;;;;;;;;;;
T013;B0059;;;;;;;;;;;;;;;;;;;;;;;
T013;B0016;;;;;;;;;;;;;;;;;;;;;;;
T013;B0049;;;;;;;;;;;;;;;;;;;;;;;
